Time of Receipt (s),Time of Transmission (s),Time of Data (s),Day of Year,Year,Packet Type,Number of Data Elements,Packet Source,Unique ID Number,Message Type,Version,NAVSSI Status,INS Status,GPS 1 Status,GPS 2 Status,North RMS Error (ft),East RMS Error (ft),Vertical Position RMS Error (ft),Radial Error Estimate (ft),North Velocity RMS Error (ft/s),East Velocity RMS Error (ft/s), Down Velocity RMS Error (ft/s),Roll RMS Error (degrees),Pitch RMS Error (degrees),Heading RMS Error (degrees),Time of Gyro Reset (s),Latitude (degrees),Longitude (degrees),Vertical Position (ft),Velocity North (kn),Velocity East (kn),Velocity Down (kn),Acceleration North (ft/s^2),Acceleration East (ft/s^2),Acceleration Down (ft/s^2),Integral of Velocity North (ft),Integral of Velocity East (ft),Course (degrees),Speed Through The Water (kn),Calibration for Speed Log (kn),Depth Below Keel (ft),Ocean Current North (kn), Ocean Current East(kn),Roll (degrees),Pitch (degrees),Heading (degrees),Roll Rate (degrees/s),Pitch Rate (degrees/s),Heading Rate (degrees/s),Roll Acceleration (degrees/s^2),Pitch Acceleration (degrees/s^2),Heading Acceleration (degrees/s^2),OSD_Status,Own Ship Distance (NM),Athwartships Speed (kn),Vertical Speed (kn),True Wind Status,True Wind Speed (kn),True Wind Direction (degrees),True Wind Sensor,Apparent Wind Status,Apparent Wind Speed (kn),Apparent Wind Direction (degrees),Apparent Wind Sensor,MV Status,Magnetic Variation (radians),Checksum
1537212237.6868,69837.7017416,69837.7017416,260,2018,2,55,1,100,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00415,0.00101,0,12.0500001907,6.3699998856,0,0,0,0,0,0,27.8400001526,13.6300001144,0,0,0,0,0,0,27.8400001526,0,0,0.4099999964,0,0,0,0,0,0,0,0,0,0,0,0,13.6300001144,0,0,0,0,585956768
1537212237.6869,69837.7017416,69837.7017416,260,2018,2,55,1,100,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00415,0.00101,0,12.0500001907,6.3699998856,0,0,0,0,0,0,27.8400001526,13.6300001144,0,0,0,0,0,0,27.8400001526,0,0,0.4099999964,0,0,0,0,0,0,0,0,0,0,0,0,13.6300001144,0,0,0,0,585956768
1537212238.6853,69838.7001433,69838.7001433,260,2018,2,55,1,101,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042,0.00104,0,12.0900001526,6.4800000191,0,0,0,0,0,0,28.2000007629,13.720000267,0,0,0,0,0,0,28.2000007629,0,0,0.4099999964,0,0,0,0,0,0,0,0,0,0,0,0,13.720000267,0,0,0,0,485435650
1537212238.6853,69838.7001433,69838.7001433,260,2018,2,55,1,101,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042,0.00104,0,12.0900001526,6.4800000191,0,0,0,0,0,0,28.2000007629,13.720000267,0,0,0,0,0,0,28.2000007629,0,0,0.4099999964,0,0,0,0,0,0,0,0,0,0,0,0,13.720000267,0,0,0,0,485435650
1537212239.6993,69839.7141451,69839.7141451,260,2018,2,55,1,102,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00426,0.00107,0,12.1300001144,6.5999999046,0,0,0,0,0,0,28.5599994659,13.8100004196,0,0,0,0,0,0,28.5599994659,0,0,0.4099999964,0,0,0,0,0,0,0,0,0,0,0,0,13.8100004196,0,0,0,0,4051823211
1537212239.6993,69839.7141451,69839.7141451,260,2018,2,55,1,102,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00426,0.00107,0,12.1300001144,6.5999999046,0,0,0,0,0,0,28.5599994659,13.8100004196,0,0,0,0,0,0,28.5599994659,0,0,0.4099999964,0,0,0,0,0,0,0,0,0,0,0,0,13.8100004196,0,0,0,0,4051823211
1537212240.6976,69840.7125468,69840.7125468,260,2018,2,55,1,103,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00431,0.0011,0,12.1700000763,6.7199997902,0,0,0,0,0,0,28.9200000763,13.8999996185,0,0,0,0,0,0,28.9200000763,0,0,0.4199999869,0,0,0,0,0,0,0,0,0,0,0,0,13.8999996185,0,0,0,0,3951658610
1537212240.6977,69840.7125468,69840.7125468,260,2018,2,55,1,103,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00431,0.0011,0,12.1700000763,6.7199997902,0,0,0,0,0,0,28.9200000763,13.8999996185,0,0,0,0,0,0,28.9200000763,0,0,0.4199999869,0,0,0,0,0,0,0,0,0,0,0,0,13.8999996185,0,0,0,0,3951658610
1537212241.6961,69841.7109486,69841.7109486,260,2018,2,55,1,104,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00436,0.00113,0,12.2100000381,6.8600001335,0,0,0,0,0,0,29.3199996948,14,0,0,0,0,0,0,29.3199996948,0,0,0.4199999869,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3851277067
1537212241.6961,69841.7109486,69841.7109486,260,2018,2,55,1,104,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00436,0.00113,0,12.2100000381,6.8600001335,0,0,0,0,0,0,29.3199996948,14,0,0,0,0,0,0,29.3199996948,0,0,0.4199999869,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3851277067
1537212242.6945,69842.7093504,69842.7093504,260,2018,2,55,1,105,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00441,0.00116,0,12.2399997711,6.9800000191,0,0,0,0,0,0,29.6800003052,14.0900001526,0,0,0,0,0,0,29.6800003052,0,0,0.4199999869,0,0,0,0,0,0,0,0,0,0,0,0,14.0900001526,0,0,0,0,3750780180
1537212242.6945,69842.7093504,69842.7093504,260,2018,2,55,1,105,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00441,0.00116,0,12.2399997711,6.9800000191,0,0,0,0,0,0,29.6800003052,14.0900001526,0,0,0,0,0,0,29.6800003052,0,0,0.4199999869,0,0,0,0,0,0,0,0,0,0,0,0,14.0900001526,0,0,0,0,3750780180
1537212243.6928,69843.7077521,69843.7077521,260,2018,2,55,1,106,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00447,0.00118,0,12.279999733,7.0999999046,0,0,0,0,0,0,30.0400009155,14.1800003052,0,0,0,0,0,0,30.0400009155,0,0,0.4300000072,0,0,0,0,0,0,0,0,0,0,0,0,14.1800003052,0,0,0,0,3377104012
1537212243.6929,69843.7077521,69843.7077521,260,2018,2,55,1,106,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00447,0.00118,0,12.279999733,7.0999999046,0,0,0,0,0,0,30.0400009155,14.1800003052,0,0,0,0,0,0,30.0400009155,0,0,0.4300000072,0,0,0,0,0,0,0,0,0,0,0,0,14.1800003052,0,0,0,0,3377104012
1537212244.6913,69844.7061539,69844.7061539,260,2018,2,55,1,107,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00452,0.00121,0,12.3100004196,7.2199997902,0,0,0,0,0,0,30.3999996185,14.2700004578,0,0,0,0,0,0,30.3999996185,0,0,0.4300000072,0,0,0,0,0,0,0,0,0,0,0,0,14.2700004578,0,0,0,0,3276607123
1537212244.6913,69844.7061539,69844.7061539,260,2018,2,55,1,107,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00452,0.00121,0,12.3100004196,7.2199997902,0,0,0,0,0,0,30.3999996185,14.2700004578,0,0,0,0,0,0,30.3999996185,0,0,0.4300000072,0,0,0,0,0,0,0,0,0,0,0,0,14.2700004578,0,0,0,0,3276607123
1537212245.6897,69845.7045556,69845.7045556,260,2018,2,55,1,108,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00457,0.00124,0,12.3400001526,7.3400001526,0,0,0,0,0,0,30.7600002289,14.3599996567,0,0,0,0,0,0,30.7600002289,0,0,0.4300000072,0,0,0,0,0,0,0,0,0,0,0,0,14.3599996567,0,0,0,0,3176096492
1537212245.6897,69845.7045556,69845.7045556,260,2018,2,55,1,108,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00457,0.00124,0,12.3400001526,7.3400001526,0,0,0,0,0,0,30.7600002289,14.3599996567,0,0,0,0,0,0,30.7600002289,0,0,0.4300000072,0,0,0,0,0,0,0,0,0,0,0,0,14.3599996567,0,0,0,0,3176096492
1537212246.6881,69846.7029574,69846.7029574,260,2018,2,55,1,109,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00462,0.00128,0,12.3699998856,7.4699997902,0,0,0,0,0,0,31.1200008392,14.4499998093,0,0,0,0,0,0,31.1200008392,0,0,0.4300000072,0,0,0,0,0,0,0,0,0,0,0,0,14.4499998093,0,0,0,0,576991139
1537212246.6881,69846.7029574,69846.7029574,260,2018,2,55,1,109,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00462,0.00128,0,12.3699998856,7.4699997902,0,0,0,0,0,0,31.1200008392,14.4499998093,0,0,0,0,0,0,31.1200008392,0,0,0.4300000072,0,0,0,0,0,0,0,0,0,0,0,0,14.4499998093,0,0,0,0,576991139
1537212247.6865,69847.7013591,69847.7013591,260,2018,2,55,1,110,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00467,0.00131,0,12.3999996185,7.5900001526,0,0,0,0,0,0,31.4799995422,14.5399999619,0,0,0,0,0,0,31.4799995422,0,0,0.4399999976,0,0,0,0,0,0,0,0,0,0,0,0,14.5399999619,0,0,0,0,476816052
1537212247.6865,69847.7013591,69847.7013591,260,2018,2,55,1,110,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00467,0.00131,0,12.3999996185,7.5900001526,0,0,0,0,0,0,31.4799995422,14.5399999619,0,0,0,0,0,0,31.4799995422,0,0,0.4399999976,0,0,0,0,0,0,0,0,0,0,0,0,14.5399999619,0,0,0,0,476816052
1537212248.7005,69848.7153609,69848.7153609,260,2018,2,55,1,111,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00473,0.00134,0,12.4300003052,7.7300000191,0,0,0,0,0,0,31.8799991608,14.6400003433,0,0,0,0,0,0,31.8799991608,0,0,0.4399999976,0,0,0,0,0,0,0,0,0,0,0,0,14.6400003433,0,0,0,0,4043297987
1537212248.7005,69848.7153609,69848.7153609,260,2018,2,55,1,111,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00473,0.00134,0,12.4300003052,7.7300000191,0,0,0,0,0,0,31.8799991608,14.6400003433,0,0,0,0,0,0,31.8799991608,0,0,0.4399999976,0,0,0,0,0,0,0,0,0,0,0,0,14.6400003433,0,0,0,0,4043297987
1537212249.6989,69849.7137627,69849.7137627,260,2018,2,55,1,112,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00478,0.00137,0,12.4600000381,7.8600001335,0,0,0,0,0,0,32.2400016785,14.7299995422,0,0,0,0,0,0,32.2400016785,0,0,0.4399999976,0,0,0,0,0,0,0,0,0,0,0,0,14.7299995422,0,0,0,0,3942696242
1537212249.6989,69849.7137627,69849.7137627,260,2018,2,55,1,112,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00478,0.00137,0,12.4600000381,7.8600001335,0,0,0,0,0,0,32.2400016785,14.7299995422,0,0,0,0,0,0,32.2400016785,0,0,0.4399999976,0,0,0,0,0,0,0,0,0,0,0,0,14.7299995422,0,0,0,0,3942696242
1537212250.6973,69850.7121644,69850.7121644,260,2018,2,55,1,113,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00483,0.00141,0,12.4899997711,7.9800000191,0,0,0,0,0,0,32.5999984741,14.8199996948,0,0,0,0,0,0,32.5999984741,0,0,0.4399999976,0,0,0,0,0,0,0,0,0,0,0,0,14.8199996948,0,0,0,0,1343367430
1537212250.6974,69850.7121644,69850.7121644,260,2018,2,55,1,113,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00483,0.00141,0,12.4899997711,7.9800000191,0,0,0,0,0,0,32.5999984741,14.8199996948,0,0,0,0,0,0,32.5999984741,0,0,0.4399999976,0,0,0,0,0,0,0,0,0,0,0,0,14.8199996948,0,0,0,0,1343367430
1537212251.6957,69851.7105662,69851.7105662,260,2018,2,55,1,114,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00489,0.00144,0,12.5100002289,8.1099996567,0,0,0,0,0,0,32.9599990845,14.9099998474,0,0,0,0,0,0,32.9599990845,0,0,0.4499999881,0,0,0,0,0,0,0,0,0,0,0,0,14.9099998474,0,0,0,0,2765738776
1537212251.6957,69851.7105662,69851.7105662,260,2018,2,55,1,114,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00489,0.00144,0,12.5100002289,8.1099996567,0,0,0,0,0,0,32.9599990845,14.9099998474,0,0,0,0,0,0,32.9599990845,0,0,0.4499999881,0,0,0,0,0,0,0,0,0,0,0,0,14.9099998474,0,0,0,0,2765738776
1537212252.6941,69852.7089679,69852.7089679,260,2018,2,55,1,115,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00494,0.00148,0,12.529999733,8.2399997711,0,0,0,0,0,0,33.3199996948,15,0,0,0,0,0,0,33.3199996948,0,0,0.4499999881,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,166284134
1537212252.6941,69852.7089679,69852.7089679,260,2018,2,55,1,115,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00494,0.00148,0,12.529999733,8.2399997711,0,0,0,0,0,0,33.3199996948,15,0,0,0,0,0,0,33.3199996948,0,0,0.4499999881,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,166284134
1537212253.6925,69853.7073697,69853.7073697,260,2018,2,55,1,116,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00499,0.00151,0,12.5399999619,8.3900003433,0,0,0,0,0,0,33.7700004578,15.0900001526,0,0,0,0,0,0,33.7700004578,0,0,0.4499999881,0,0,0,0,0,0,0,0,0,0,0,0,15.0900001526,0,0,0,0,65530349
1537212253.6925,69853.7073697,69853.7073697,260,2018,2,55,1,116,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00499,0.00151,0,12.5399999619,8.3900003433,0,0,0,0,0,0,33.7700004578,15.0900001526,0,0,0,0,0,0,33.7700004578,0,0,0.4499999881,0,0,0,0,0,0,0,0,0,0,0,0,15.0900001526,0,0,0,0,65530349
1537212254.6909,69854.7057714,69854.7057714,260,2018,2,55,1,117,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00505,0.00155,0,12.5500001907,8.5500001907,0,0,0,0,0,0,34.2700004578,15.1899995804,0,0,0,0,0,0,34.2700004578,0,0,0.4600000083,0,0,0,0,0,0,0,0,0,0,0,0,15.1899995804,0,0,0,0,3284320180
1537212254.6909,69854.7057714,69854.7057714,260,2018,2,55,1,117,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00505,0.00155,0,12.5500001907,8.5500001907,0,0,0,0,0,0,34.2700004578,15.1899995804,0,0,0,0,0,0,34.2700004578,0,0,0.4600000083,0,0,0,0,0,0,0,0,0,0,0,0,15.1899995804,0,0,0,0,3284320180
1537212255.6893,69855.7041732,69855.7041732,260,2018,2,55,1,118,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051,0.00158,0,12.5600004196,8.6999998093,0,0,0,0,0,0,34.7200012207,15.279999733,0,0,0,0,0,0,34.7200012207,0,0,0.4600000083,0,0,0,0,0,0,0,0,0,0,0,0,15.279999733,0,0,0,0,3183566393
1537212255.6893,69855.7041732,69855.7041732,260,2018,2,55,1,118,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051,0.00158,0,12.5600004196,8.6999998093,0,0,0,0,0,0,34.7200012207,15.279999733,0,0,0,0,0,0,34.7200012207,0,0,0.4600000083,0,0,0,0,0,0,0,0,0,0,0,0,15.279999733,0,0,0,0,3183566393
1537212256.6877,69856.7025749,69856.7025749,260,2018,2,55,1,119,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00515,0.00162,0,12.5600004196,8.8500003815,0,0,0,0,0,0,35.1699981689,15.3699998856,0,0,0,0,0,0,35.1699981689,0,0,0.4600000083,0,0,0,0,0,0,0,0,0,0,0,0,15.3699998856,0,0,0,0,584158938
1537212256.6877,69856.7025749,69856.7025749,260,2018,2,55,1,119,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00515,0.00162,0,12.5600004196,8.8500003815,0,0,0,0,0,0,35.1699981689,15.3699998856,0,0,0,0,0,0,35.1699981689,0,0,0.4600000083,0,0,0,0,0,0,0,0,0,0,0,0,15.3699998856,0,0,0,0,584158938
1537212257.6861,69857.7009767,69857.7009767,260,2018,2,55,1,120,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00521,0.00166,0,12.5699996948,9,0,0,0,0,0,0,35.6199989319,15.4600000381,0,0,0,0,0,0,35.6199989319,0,0,0.4600000083,0,0,0,0,0,0,0,0,0,0,0,0,15.4600000381,0,0,0,0,3802569298
1537212257.6862,69857.7009767,69857.7009767,260,2018,2,55,1,120,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00521,0.00166,0,12.5699996948,9,0,0,0,0,0,0,35.6199989319,15.4600000381,0,0,0,0,0,0,35.6199989319,0,0,0.4600000083,0,0,0,0,0,0,0,0,0,0,0,0,15.4600000381,0,0,0,0,3802569298
1537212258.7001,69858.7149785,69858.7149785,260,2018,2,55,1,121,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00526,0.0017,0,12.5699996948,9.1599998474,0,0,0,0,0,0,36.0699996948,15.5500001907,0,0,0,0,0,0,36.0699996948,0,0,0.4699999988,0,0,0,0,0,0,0,0,0,0,0,0,15.5500001907,0,0,0,0,3347569291
1537212258.7001,69858.7149785,69858.7149785,260,2018,2,55,1,121,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00526,0.0017,0,12.5699996948,9.1599998474,0,0,0,0,0,0,36.0699996948,15.5500001907,0,0,0,0,0,0,36.0699996948,0,0,0.4699999988,0,0,0,0,0,0,0,0,0,0,0,0,15.5500001907,0,0,0,0,3347569291
1537212259.7044,69859.7133802,69859.7133802,260,2018,2,55,1,122,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00532,0.00174,0,12.5699996948,9.3199996948,0,0,0,0,0,0,36.5699996948,15.6499996185,0,0,0,0,0,0,36.5699996948,0,0,0.4699999988,0,0,0,0,0,0,0,0,0,0,0,0,15.6499996185,0,0,0,0,2271045797
1537212259.7044,69859.7133802,69859.7133802,260,2018,2,55,1,122,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00532,0.00174,0,12.5699996948,9.3199996948,0,0,0,0,0,0,36.5699996948,15.6499996185,0,0,0,0,0,0,36.5699996948,0,0,0.4699999988,0,0,0,0,0,0,0,0,0,0,0,0,15.6499996185,0,0,0,0,2271045797
1537212260.6969,69860.711782,69860.711782,260,2018,2,55,1,123,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00537,0.00178,0,12.5699996948,9.4799995422,0,0,0,0,0,0,37.0200004578,15.7399997711,0,0,0,0,0,0,37.0200004578,0,0,0.4699999988,0,0,0,0,0,0,0,0,0,0,0,0,15.7399997711,0,0,0,0,3966629868
1537212260.6969,69860.711782,69860.711782,260,2018,2,55,1,123,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00537,0.00178,0,12.5699996948,9.4799995422,0,0,0,0,0,0,37.0200004578,15.7399997711,0,0,0,0,0,0,37.0200004578,0,0,0.4699999988,0,0,0,0,0,0,0,0,0,0,0,0,15.7399997711,0,0,0,0,3966629868
1537212261.6953,69861.7101837,69861.7101837,260,2018,2,55,1,124,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00542,0.00182,0,12.5600004196,9.6300001144,0,0,0,0,0,0,37.4700012207,15.8299999237,0,0,0,0,0,0,37.4700012207,0,0,0.4699999988,0,0,0,0,0,0,0,0,0,0,0,0,15.8299999237,0,0,0,0,1367211931
1537212261.6954,69861.7101837,69861.7101837,260,2018,2,55,1,124,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00542,0.00182,0,12.5600004196,9.6300001144,0,0,0,0,0,0,37.4700012207,15.8299999237,0,0,0,0,0,0,37.4700012207,0,0,0.4699999988,0,0,0,0,0,0,0,0,0,0,0,0,15.8299999237,0,0,0,0,1367211931
1537212262.6937,69862.7085855,69862.7085855,260,2018,2,55,1,125,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00548,0.00186,0,12.5600004196,9.779999733,0,0,0,0,0,0,37.9199981689,15.9200000763,0,0,0,0,0,0,37.9199981689,0,0,0.4799999893,0,0,0,0,0,0,0,0,0,0,0,0,15.9200000763,0,0,0,0,290980050
1537212262.6937,69862.7085855,69862.7085855,260,2018,2,55,1,125,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00548,0.00186,0,12.5600004196,9.779999733,0,0,0,0,0,0,37.9199981689,15.9200000763,0,0,0,0,0,0,37.9199981689,0,0,0.4799999893,0,0,0,0,0,0,0,0,0,0,0,0,15.9200000763,0,0,0,0,290980050
1537212263.6921,69863.7069872,69863.7069872,260,2018,2,55,1,126,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00553,0.0019,0,12.5500001907,9.9399995804,0,0,0,0,0,0,38.3699989319,16.0100002289,0,0,0,0,0,0,38.3699989319,0,0,0.4799999893,0,0,0,0,0,0,0,0,0,0,0,0,16.0100002289,0,0,0,0,1986529408
1537212263.6921,69863.7069872,69863.7069872,260,2018,2,55,1,126,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00553,0.0019,0,12.5500001907,9.9399995804,0,0,0,0,0,0,38.3699989319,16.0100002289,0,0,0,0,0,0,38.3699989319,0,0,0.4799999893,0,0,0,0,0,0,0,0,0,0,0,0,16.0100002289,0,0,0,0,1986529408
1537212264.6905,69864.705389,69864.705389,260,2018,2,55,1,127,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00558,0.00194,0,12.5399999619,10.0900001526,0,0,0,0,0,0,38.8199996948,16.1000003815,0,0,0,0,0,0,38.8199996948,0,0,0.4799999893,0,0,0,0,0,0,0,0,0,0,0,0,16.1000003815,0,0,0,0,3681998136
1537212264.6905,69864.705389,69864.705389,260,2018,2,55,1,127,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00558,0.00194,0,12.5399999619,10.0900001526,0,0,0,0,0,0,38.8199996948,16.1000003815,0,0,0,0,0,0,38.8199996948,0,0,0.4799999893,0,0,0,0,0,0,0,0,0,0,0,0,16.1000003815,0,0,0,0,3681998136
1537212265.6889,69865.7037907,69865.7037907,260,2018,2,55,1,128,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00563,0.00198,0,12.529999733,10.25,0,0,0,0,0,0,39.2700004578,16.1900005341,0,0,0,0,0,0,39.2700004578,0,0,0.4900000095,0,0,0,0,0,0,0,0,0,0,0,0,16.1900005341,0,0,0,0,3635058791
1537212265.689,69865.7037907,69865.7037907,260,2018,2,55,1,128,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00563,0.00198,0,12.529999733,10.25,0,0,0,0,0,0,39.2700004578,16.1900005341,0,0,0,0,0,0,39.2700004578,0,0,0.4900000095,0,0,0,0,0,0,0,0,0,0,0,0,16.1900005341,0,0,0,0,3635058791
1537212266.6873,69866.7021925,69866.7021925,260,2018,2,55,1,129,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00569,0.00203,0,12.5200004578,10.3999996185,0,0,0,0,0,0,39.7200012207,16.2800006866,0,0,0,0,0,0,39.7200012207,0,0,0.4900000095,0,0,0,0,0,0,0,0,0,0,0,0,16.2800006866,0,0,0,0,2011363373
1537212266.6874,69866.7021925,69866.7021925,260,2018,2,55,1,129,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00569,0.00203,0,12.5200004578,10.3999996185,0,0,0,0,0,0,39.7200012207,16.2800006866,0,0,0,0,0,0,39.7200012207,0,0,0.4900000095,0,0,0,0,0,0,0,0,0,0,0,0,16.2800006866,0,0,0,0,2011363373
1537212267.6858,69867.7005942,69867.7005942,260,2018,2,55,1,130,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00574,0.00207,0,12.5100002289,10.5799999237,0,0,0,0,0,0,40.2200012207,16.3799991608,0,0,0,0,0,0,40.2200012207,0,0,0.4900000095,0,0,0,0,0,0,0,0,0,0,0,0,16.3799991608,0,0,0,0,114210794
1537212267.6858,69867.7005942,69867.7005942,260,2018,2,55,1,130,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00574,0.00207,0,12.5100002289,10.5799999237,0,0,0,0,0,0,40.2200012207,16.3799991608,0,0,0,0,0,0,40.2200012207,0,0,0.4900000095,0,0,0,0,0,0,0,0,0,0,0,0,16.3799991608,0,0,0,0,114210794
1537212268.6997,69868.714596,69868.714596,260,2018,2,55,1,131,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058,0.00212,0,12.4899997711,10.7299995422,0,0,0,0,0,0,40.6699981689,16.4699993134,0,0,0,0,0,0,40.6699981689,0,0,0.4900000095,0,0,0,0,0,0,0,0,0,0,0,0,16.4699993134,0,0,0,0,634552559
1537212268.6997,69868.714596,69868.714596,260,2018,2,55,1,131,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058,0.00212,0,12.4899997711,10.7299995422,0,0,0,0,0,0,40.6699981689,16.4699993134,0,0,0,0,0,0,40.6699981689,0,0,0.4900000095,0,0,0,0,0,0,0,0,0,0,0,0,16.4699993134,0,0,0,0,634552559
1537212269.6981,69869.7129978,69869.7129978,260,2018,2,55,1,132,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00585,0.00216,0,12.4799995422,10.8900003433,0,0,0,0,0,0,41.1199989319,16.5599994659,0,0,0,0,0,0,41.1199989319,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,16.5599994659,0,0,0,0,3032658898
1537212269.6982,69869.7129978,69869.7129978,260,2018,2,55,1,132,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00585,0.00216,0,12.4799995422,10.8900003433,0,0,0,0,0,0,41.1199989319,16.5599994659,0,0,0,0,0,0,41.1199989319,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,16.5599994659,0,0,0,0,3032658898
1537212270.6965,69870.7113995,69870.7113995,260,2018,2,55,1,133,1,6,4294967296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0059,0.00221,0,12.4600000381,11.0500001907,0,0,0,0,0,0,41.5699996948,16.6499996185,0,0,0,0,0,0,41.5699996948,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,16.6499996185,0,0,0,0,4181090741
